Symbol,Description,GICS sector,Category1,Category2,Category3,Market Cap,Average Volume,Actions,Industry,,,,,,,,,
TEDU,Tarena International ADRs,Consumer Discretionary,US Equity,ADRs,Micro cap,49478195,"9,154",Analyze,Education Services,,,,,,,,,
AACG,ATA Creativity Global ADRs,Consumer Discretionary,US Equity,ADRs,Micro cap,47796125,"6,377",Analyze,Education Services,,,,,,,,,
IH,iHuman Inc. ADRs of Class A,Consumer Discretionary,US Equity,ADRs,Micro cap,47447263,"13,741",Analyze,Education Services,,,,,,,,,
LXEH,"Lixiang Education Holding Co., Ltd.  ADRs",Consumer Discretionary,US Equity,ADRs,Micro cap,32200161,"1,051",Analyze,Education Services,,,,,,,,,
STG,Sunlands Online Education Group ADRs of Class A,Consumer Staples,US Equity,ADRs,Micro cap,29519305,"64,354",Analyze,Education Services,,,,,,,,,
COE,China Online Education ADRs of Class A,Consumer Discretionary,US Equity,ADRs,Micro cap,25910494,"21,312",Analyze,Education Services,,,,,,,,,
ZVO,Zovio Inc.,Consumer Discretionary,US Equity,Common stocks,Micro cap,24552530,"5,155,629",Analyze,Education Services,,,,,,,,,
RYB,RYB Education ADRs of Class A,Consumer Staples,US Equity,ADRs,Micro cap,20749050,259,Analyze,Education Services,,,,,,,,,
FEDU,Four Seasons Education (Cayman) Inc.  ADRs,Consumer Staples,US Equity,ADRs,Micro cap,17693936,512,Analyze,Education Services,,,,,,,,,
BEDU,Bright Scholar Education Holdings Limited ADRs of Class A,Consumer Discretionary,US Equity,ADRs,Micro cap,17086458,"8,640",Analyze,Education Services,,,,,,,,,
EDTK,Skillful Craftsman Education Technology Limited,Consumer Discretionary,US Equity,Common stocks,Micro cap,16319334,"24,590",Analyze,Education Services,,,,,,,,,
AIU,Meta Data Limited ADRs,Consumer Staples,US Equity,ADRs,Micro cap,15288180,"30,301",Analyze,Education Services,,,,,,,,,
CLEU,China Liberal Education Holdings Limited,Consumer Discretionary,US Equity,Common stocks,Micro cap,15233166,"147,878",Analyze,Education Services,,,,,,,,,
ZME,Zhangmen Education Inc. ADRs of Class A,Consumer Staples,US Equity,ADRs,Micro cap,14203763,"25,259",Analyze,Education Services,,,,,,,,,
WAFU,Wah Fu Education Group Limited,Consumer Discretionary,US Equity,Common stocks,Micro cap,9139471,"19,813",Analyze,Education Services,,,,,,,,,
ASPU,Aspen Group Inc.,Consumer Discretionary,US Equity,Common stocks,Micro cap,8040405,"33,762",Analyze,Education Services,,,,,,,,,
AMBO,Ambow Education Holding Ltd. ADRs of Class A,Consumer Staples,US Equity,ADRs,Micro cap,7257273,"17,741",Analyze,Education Services,,,,,,,,,
EEIQ,Elite Education Group International Ltd,Consumer Discretionary,US Equity,Common stocks,Micro cap,6134872,"160,250",Analyze,Education Services,,,,,,,,,
FHS,"First High-School Education Group Co., Ltd. ADRs of Class A",Consumer Discretionary,US Equity,ADRs,Micro cap,5021100,"1,284,070",Analyze,Education Services,,,,,,,,,
METX,Meten EdtechX Education Group Ltd.,Consumer Discretionary,US Equity,Common stocks,Micro cap,2794061,"165,332",Analyze,Education Services,,,,,,,,,
HLG,Hailiang Education Group Inc. ADRs,Consumer Staples,US Equity,ADRs,Unknown,0,"15,687",Analyze,Education Services,,,,,,,,,
ABB,ABB Ltd ADRs,Industrials,US Equity,ADRs,Large cap,60808860071,"1,281,260",Analyze,Electrical Equipment,,,,,,,,,
HUBB,Hubbell Inc,Industrials,US Equity,Common stocks,Large cap,13180484553,"583,792",Analyze,Electrical Equipment,,,,,,,,,
PLUG,Plug Power Inc,Industrials,US Equity,Common stocks,Mid cap,8055739098,"15,797,815",Analyze,Electrical Equipment,,,,,,,,,
NVT,Nvent Electric Plc,Industrials,US Equity,Common stocks,Mid cap,6493568198,"833,145",Analyze,Electrical Equipment,,,,,,,,,
AYI,Acuity Brands Inc,Industrials,US Equity,Common stocks,Mid cap,5792368666,"198,267",Analyze,Electrical Equipment,,,,,,,,,
VRT,"Vertiv Holdings, LLC Class A",Industrials,US Equity,Common stocks,Mid cap,5255726956,"2,937,688",Analyze,Electrical Equipment,,,,,,,,,
BE,Bloom Energy Corporation Class A,Industrials,US Equity,Common stocks,Mid cap,3610897780,"2,038,212",Analyze,Electrical Equipment,,,,,,,,,
AEIS,Advanced Energy Industries Inc,Information Technology,US Equity,Common stocks,Mid cap,3346162624,"187,276",Analyze,Electrical Equipment,,,,,,,,,
BDC,Belden Inc,Information Technology,US Equity,Common stocks,Mid cap,3311016641,"285,860",Analyze,Electrical Equipment,,,,,,,,,
BMI,Badger Meter Inc,Information Technology,US Equity,Common stocks,Mid cap,3296291560,"102,211",Analyze,Electrical Equipment,,,,,,,,,
ENS,Enersys,Industrials,US Equity,Common stocks,Mid cap,3036902450,"257,132",Analyze,Electrical Equipment,,,,,,,,,
WIRE,Encore Wire Corp,Industrials,US Equity,Common stocks,Mid cap,2563008703,"178,986",Analyze,Electrical Equipment,,,,,,,,,
ENR,Energizer Holdings Inc,Consumer Staples,US Equity,Common stocks,Mid cap,2447455733,"599,579",Analyze,Electrical Equipment,,,,,,,,,
HAYW,"Hayward Holdings, Inc.",Industrials,US Equity,Common stocks,Small cap,1916278381,"1,163,315",Analyze,Electrical Equipment,,,,,,,,,
ENVX,Enovix Corporation,Industrials,US Equity,Common stocks,Small cap,1842829533,"2,730,660",Analyze,Electrical Equipment,,,,,,,,,
FREY,FREYR Battery,Industrials,US Equity,Common stocks,Small cap,1617766576,"3,447,178",Analyze,Electrical Equipment,,,,,,,,,
EAF,Graftech International Ltd.,Industrials,US Equity,Common stocks,Small cap,1403587461,"2,356,396",Analyze,Electrical Equipment,,,,,,,,,
FCEL,Fuelcell Energy Inc,Industrials,US Equity,Common stocks,Small cap,1269412152,"9,389,912",Analyze,Electrical Equipment,,,,,,,,,
AZZ,Azz Inc,Industrials,US Equity,Common stocks,Small cap,1055899120,"125,210",Analyze,Electrical Equipment,,,,,,,,,
HOLI,Hollysys Automation Technologies,Industrials,US Equity,Common stocks,Small cap,1041368539,"299,677",Analyze,Electrical Equipment,,,,,,,,,
NVX,NOVONIX Limited ADRs,Industrials,US Equity,ADRs,Small cap,650934372,"22,896",Analyze,Electrical Equipment,,,,,,,,,
MVST,"Microvast Holdings, Inc.",Industrials,US Equity,Common stocks,Small cap,584562007,"1,776,979",Analyze,Electrical Equipment,,,,,,,,,
KE,Kimball Electronics Inc,Information Technology,US Equity,Common stocks,Small cap,570067336,"72,469",Analyze,Electrical Equipment,,,,,,,,,
SLDP,"Solid Power, Inc. - Class A",Consumer Discretionary,US Equity,Common stocks,Small cap,492280219,"2,190,319",Analyze,Electrical Equipment,,,,,,,,,
PLPC,Preformed Line Products,Industrials,US Equity,Common stocks,Small cap,461677879,"10,957",Analyze,Electrical Equipment,,,,,,,,,
BW,Babcock And Wilcox Enterprises Inc,Industrials,US Equity,Common stocks,Small cap,447599852,"595,051",Analyze,Electrical Equipment,,,,,,,,,
GWH,"ESS Tech, Inc.",Industrials,US Equity,Common stocks,Small cap,438320142,"1,641,200",Analyze,Electrical Equipment,,,,,,,,,
POWL,Powell Industries Inc,Industrials,US Equity,Common stocks,Small cap,381029654,"48,526",Analyze,Electrical Equipment,,,,,,,,,
ADSE,ADS-TEC Energy PLC,Industrials,US Equity,Common stocks,Micro cap,246772732,"17,824",Analyze,Electrical Equipment,,,,,,,,,
DCFC,Tritium DCFC Limited,Industrials,US Equity,Common stocks,Micro cap,186971572,"1,135,756",Analyze,Electrical Equipment,,,,,,,,,
NEOV,NeoVolta Inc,Unknown,US Equity,Common stocks,Micro cap,116601056,"17,384",Analyze,Electrical Equipment,,,,,,,,,
CBAT,"Cbak Energy Technology, Inc.",Information Technology,US Equity,Common stocks,Micro cap,105009212,"204,435",Analyze,Electrical Equipment,,,,,,,,,
FLUX,Flux Power Holdings Inc.,Industrials,US Equity,Common stocks,Micro cap,82709155,"100,638",Analyze,Electrical Equipment,,,,,,,,,
EOSE,"Eos Energy Enterprises, Inc.",Industrials,US Equity,Common stocks,Micro cap,80028759,"2,785,196",Analyze,Electrical Equipment,,,,,,,,,
OESX,Orion Energy Systems Inc,Industrials,US Equity,Common stocks,Micro cap,69406680,"60,805",Analyze,Electrical Equipment,,,,,,,,,
IPWR,Ideal Power Inc,Industrials,US Equity,Common stocks,Micro cap,62580248,"18,937",Analyze,Electrical Equipment,,,,,,,,,
LTBR,Lightbridge Corp,Energy,US Equity,Common stocks,Micro cap,53053900,"31,509",Analyze,Electrical Equipment,,,,,,,,,
RFIL,Rf Industries Ltd,Information Technology,US Equity,Common stocks,Micro cap,52101260,"8,430",Analyze,Electrical Equipment,,,,,,,,,
OPTT,Ocean Power Technologies Inc,Industrials,US Equity,Common stocks,Micro cap,36344280,"118,669",Analyze,Electrical Equipment,,,,,,,,,
ESP,Espey Manufacturing And Electronic,Industrials,US Equity,Common stocks,Micro cap,35674756,"3,105",Analyze,Electrical Equipment,,,,,,,,,
PPSI,Pioneer Power Solutions Inc,Industrials,US Equity,Common stocks,Micro cap,28445508,"75,605",Analyze,Electrical Equipment,,,,,,,,,
SVT,Servotronics Inc,Industrials,US Equity,Common stocks,Micro cap,28229779,"5,426",Analyze,Electrical Equipment,,,,,,,,,
POLA,Polar Power Inc,Industrials,US Equity,Common stocks,Micro cap,26287587,"25,137",Analyze,Electrical Equipment,,,,,,,,,
APWC,Asia Pacific Wire & Cable Corporation Limited,Information Technology,US Equity,Common stocks,Micro cap,17550980,"5,152",Analyze,Electrical Equipment,,,,,,,,,
XPON,Expion360 Inc.,Industrials,US Equity,Common stocks,Micro cap,7686784,"103,134",Analyze,Electrical Equipment,,,,,,,,,
APH,Amphenol Corp,Information Technology,US Equity,Common stocks,Large cap,46578049646,"1,982,312",Analyze,Electronic Components,,,,,,,,,
TEL,TE Connectivity Ltd,Information Technology,US Equity,Common stocks,Large cap,38330968927,"1,688,614",Analyze,Electronic Components,,,,,,,,,
GLW,Corning Inc,Information Technology,US Equity,Common stocks,Large cap,28148602593,"3,767,497",Analyze,Electronic Components,,,,,,,,,
FLEX,Flex Ltd,Information Technology,US Equity,Common stocks,Mid cap,9585436391,"4,238,177",Analyze,Electronic Components,,,,,,,,,
JBL,Jabil Inc,Information Technology,US Equity,Common stocks,Mid cap,9529718055,"1,196,553",Analyze,Electronic Components,,,,,,,,,
LFUS,Littelfuse Inc,Information Technology,US Equity,Common stocks,Mid cap,5853793568,"86,162",Analyze,Electronic Components,,,,,,,,,
FN,Fabrinet,Information Technology,US Equity,Common stocks,Mid cap,4736248121,"182,368",Analyze,Electronic Components,,,,,,,,,
SANM,Sanmina Corp,Information Technology,US Equity,Common stocks,Mid cap,3688136426,"447,301",Analyze,Electronic Components,,,,,,,,,
PLXS,Plexus Corp,Information Technology,US Equity,Common stocks,Mid cap,2956120244,"118,053",Analyze,Electronic Components,,,,,,,,,
ROG,Rogers Corp,Information Technology,US Equity,Common stocks,Mid cap,2240306075,"527,045",Analyze,Electronic Components,,,,,,,,,
MEI,Methode Electronics Inc,Information Technology,US Equity,Common stocks,Small cap,1738535888,"163,617",Analyze,Electronic Components,,,,,,,,,
VICR,Vicor Corp,Industrials,US Equity,Common stocks,Small cap,1666954254,"219,839",Analyze,Electronic Components,,,,,,,,,
TTMI,Ttm Technologies Inc,Information Technology,US Equity,Common stocks,Small cap,1573975095,"421,674",Analyze,Electronic Components,,,,,,,,,
OSIS,"OSI Systems, Inc.",Information Technology,US Equity,Common stocks,Small cap,1446644308,"58,673",Analyze,Electronic Components,,,,,,,,,
CTS,Cts Corp,Information Technology,US Equity,Common stocks,Small cap,1291135464,"117,105",Analyze,Electronic Components,,,,,,,,,
CLS,Celestica,Information Technology,US Equity,Common stocks,Small cap,1114656088,"358,136",Analyze,Electronic Components,,,,,,,,,
BHE,Benchmark Electronics Inc,Information Technology,US Equity,Common stocks,Small cap,988100188,"145,325",Analyze,Electronic Components,,,,,,,,,
MMAT,Meta Materials Inc.,Information Technology,US Equity,Common stocks,Small cap,704969973,"17,898,017",Analyze,Electronic Components,,,,,,,,,
WBX,Wallbox N.V. Class A,Information Technology,US Equity,Common stocks,Small cap,685758960,"349,970",Analyze,Electronic Components,,,,,,,,,
ATC,Atotech Limited,Information Technology,US Equity,Common stocks,Small cap,593980005,"993,553",Analyze,Electronic Components,,,,,,,,,
AMOT,Allied Motion Technologies Inc,Industrials,US Equity,Common stocks,Small cap,566153610,"78,865",Analyze,Electronic Components,,,,,,,,,
BELFA,Bel Fuse Inc Class A,Information Technology,US Equity,Common stocks,Small cap,418883518,"4,159",Analyze,Electronic Components,,,,,,,,,
BELFB,Bel Fuse Inc Class B,Information Technology,US Equity,Common stocks,Small cap,418883518,"72,470",Analyze,Electronic Components,,,,,,,,,
LYTS,Lsi Industries Inc,Industrials,US Equity,Common stocks,Small cap,331106727,"151,103",Analyze,Electronic Components,,,,,,,,,
RELL,Richardson Electronics Ltd,Information Technology,US Equity,Common stocks,Small cap,302712108,"193,257",Analyze,Electronic Components,,,,,,,,,
OUST,"Ouster, Inc.",Information Technology,US Equity,Common stocks,Micro cap,232509315,"1,001,724",Analyze,Electronic Components,,,,,,,,,
KULR,KULR Technology Group Inc,Industrials,US Equity,Common stocks,Micro cap,180343494,"320,466",Analyze,Electronic Components,,,,,,,,,
KOPN,Kopin Corp,Information Technology,US Equity,Common stocks,Micro cap,148394154,"658,333",Analyze,Electronic Components,,,,,,,,,
REFR,Research Frontiers Inc,Information Technology,US Equity,Common stocks,Micro cap,74256887,"21,337",Analyze,Electronic Components,,,,,,,,,
NEON,Neonode Inc,Information Technology,US Equity,Common stocks,Micro cap,66765984,"300,353",Analyze,Electronic Components,,,,,,,,,
LINK,"Interlink Electronics, Inc.",Information Technology,US Equity,Common stocks,Micro cap,59834940,"3,090",Analyze,Electronic Components,,,,,,,,,
DSWL,Deswell Industries Inc.,Consumer Discretionary,US Equity,Common stocks,Micro cap,49877298,"6,690",Analyze,Electronic Components,,,,,,,,,
CPSH,Cps Technologies Corp,Information Technology,US Equity,Common stocks,Micro cap,44038297,"46,129",Analyze,Electronic Components,,,,,,,,,
NSYS,Nortech Systems Incorporated,Information Technology,US Equity,Common stocks,Micro cap,42270129,"8,797",Analyze,Electronic Components,,,,,,,,,
VIAO,VIA optronics AG ADRs,Information Technology,US Equity,ADRs,Micro cap,37151748,"21,145",Analyze,Electronic Components,,,,,,,,,
DAIO,Data I O Corp,Information Technology,US Equity,Common stocks,Micro cap,34647686,"18,244",Analyze,Electronic Components,,,,,,,,,
SGMA,Sigmatron International Inc,Information Technology,US Equity,Common stocks,Micro cap,31934975,"17,244",Analyze,Electronic Components,,,,,,,,,
LPTH,Lightpath Technologies Inc Class A,Information Technology,US Equity,Common stocks,Micro cap,31144325,"39,440",Analyze,Electronic Components,,,,,,,,,
ELTK,Eltek Ltd.,Information Technology,US Equity,Common stocks,Micro cap,25036622,"7,910",Analyze,Electronic Components,,,,,,,,,
LGL,Lgl Group Inc,Information Technology,US Equity,Common stocks,Micro cap,22910570,"11,601",Analyze,Electronic Components,,,,,,,,,
OST,"Ostin Technology Group Co., Ltd.",Information Technology,US Equity,Common stocks,Micro cap,14040000,"46,660",Analyze,Electronic Components,,,,,,,,,
IMTE,Integrated Media Technology Limited,Communication Services,US Equity,Common stocks,Micro cap,9368365,"80,829",Analyze,Electronic Components,,,,,,,,,
MTEK,Maris Tech Ltd.,Information Technology,US Equity,Common stocks,Micro cap,6840721,"51,714",Analyze,Electronic Components,,,,,,,,,
ATVI,Activision Blizzard Inc,Communication Services,US Equity,Common stocks,Large cap,59565613029,"7,042,854",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
EA,Electronic Arts Inc,Communication Services,US Equity,Common stocks,Large cap,35175382614,"1,858,884",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
SE,Sea Limited ADRs,Communication Services,US Equity,ADRs,Large cap,30848719580,"7,955,962",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
TTWO,Take Two Interactive Software Inc,Communication Services,US Equity,Common stocks,Large cap,16995042890,"2,155,208",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
RBLX,Roblox Corp,Communication Services,US Equity,Common stocks,Large cap,16841524883,"13,407,373",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
ZNGA,Zynga Inc,Communication Services,US Equity,Common stocks,Mid cap,9302868992,"227,699,379",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
BILI,Bilibili Inc. ADRs,Communication Services,US Equity,ADRs,Mid cap,6501107733,"15,581,510",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
PLTK,Playtika Holding Corp.,Communication Services,US Equity,Common stocks,Mid cap,3047890155,"1,191,182",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
GDEV,Nexters Inc.,Communication Services,US Equity,Common stocks,Small cap,1253816832,"8,257",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
AVID,Avid Technology Inc,Information Technology,US Equity,Common stocks,Small cap,1179662778,"281,334",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
DDI,"DoubleDown Interactive Co., Ltd. ADRs",Communication Services,US Equity,ADRs,Small cap,525761998,"6,434",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
MYPS,"PLAYSTUDIOS, Inc.  - Class A",Communication Services,US Equity,Common stocks,Small cap,462783192,"216,982",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
SCPL,SciPlay Corporation - Class A,Communication Services,US Equity,Common stocks,Small cap,364278440,"240,750",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
NGMS,NeoGames S.A.,Consumer Discretionary,US Equity,Common stocks,Small cap,359449330,"167,800",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
INSE,Inspired Entertainment Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,321529259,"133,347",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
SKLZ,Skillz Inc. Class A,Communication Services,US Equity,Common stocks,Small cap,312841117,"8,967,402",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
GRVY,Gravity ADRs,Information Technology,US Equity,ADRs,Micro cap,284071032,"11,211",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
EGLX,Enthusiast Gaming Holdings Inc.,Communication Services,US Equity,Common stocks,Micro cap,109577719,"342,742",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
BRAG,Bragg Gaming Group Inc.,Communication Services,US Equity,Common stocks,Micro cap,82320295,"15,626",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
GMGI,"Golden Matrix Group, Inc.",Communication Services,US Equity,Common stocks,Micro cap,62565317,"22,047",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
RNWK,Realnetworks Inc,Information Technology,US Equity,Common stocks,Micro cap,34440051,"185,023",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
SLGG,"Super League Gaming, Inc.",Communication Services,US Equity,Common stocks,Micro cap,21223100,"82,057",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
NCTY,The9  Limited ADRs,Information Technology,US Equity,ADRs,Micro cap,15878793,"162,301",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
GIGM,Gigamedia Limited,Information Technology,US Equity,Common stocks,Micro cap,13483727,"11,856",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
GAME,"Engine Media Holdings, Inc.",Communication Services,US Equity,Common stocks,Micro cap,8352280,"44,916",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
MSGM,Motorsport Games Inc. - Class A,Communication Services,US Equity,Common stocks,Micro cap,6222018,"186,095",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
BHAT,Blue Hat Interactive Entertainment Technology,Communication Services,US Equity,Common stocks,Micro cap,4986312,"232,269",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
YVR,Liquid Media Group Ltd.,Consumer Discretionary,US Equity,Common stocks,Micro cap,4431163,"62,313",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
VS,Versus Systems Inc.,Communication Services,US Equity,Common stocks,Micro cap,3087658,"545,454",Analyze,Electronic Gaming & Multimedia,,,,,,,,,
ARW,Arrow Electronics Inc,Information Technology,US Equity,Common stocks,Mid cap,6508803756,"479,361",Analyze,Electronics & Computer Distribution,,,,,,,,,
AVT,Avnet Inc,Information Technology,US Equity,Common stocks,Mid cap,3969105171,"603,452",Analyze,Electronics & Computer Distribution,,,,,,,,,
CNXN,"PC Connection, Inc.",Information Technology,US Equity,Common stocks,Small cap,1393282868,"51,295",Analyze,Electronics & Computer Distribution,,,,,,,,,
SCSC,Scansource Inc,Information Technology,US Equity,Common stocks,Small cap,776037940,"87,196",Analyze,Electronics & Computer Distribution,,,,,,,,,
SNPO,Snap One Holdings Corp.,Consumer Discretionary,US Equity,Common stocks,Small cap,593856853,"49,448",Analyze,Electronics & Computer Distribution,,,,,,,,,
WSTG,Wayside Technology Group Inc,Information Technology,US Equity,Common stocks,Micro cap,139119347,"3,206",Analyze,Electronics & Computer Distribution,,,,,,,,,
AEY,Addvantage Technologies Group Inc,Information Technology,US Equity,Common stocks,Micro cap,19380226,"83,069",Analyze,Electronics & Computer Distribution,,,,,,,,,
TAIT,Taitron Components Inc Class A,Information Technology,US Equity,Common stocks,Micro cap,17795217,"14,446",Analyze,Electronics & Computer Distribution,,,,,,,,,
JCI,Johnson Controls International Plc,Industrials,US Equity,Common stocks,Large cap,45391127063,"3,634,755",Analyze,Engineering & Construction,,,,,,,,,
PWR,Quanta Services Inc,Industrials,US Equity,Common stocks,Large cap,21376583926,"803,328",Analyze,Engineering & Construction,,,,,,,,,
J,Jacobs Engineering Group Inc.,Industrials,US Equity,Common stocks,Large cap,17485555712,"577,349",Analyze,Engineering & Construction,,,,,,,,,
ACM,AECOM,Industrials,US Equity,Common stocks,Large cap,11818549867,"745,966",Analyze,Engineering & Construction,,,,,,,,,
TTEK,Tetra Tech Inc,Industrials,US Equity,Common stocks,Mid cap,8114062050,"292,241",Analyze,Engineering & Construction,,,,,,,,,
KBR,"KBR, Inc.",Industrials,US Equity,Common stocks,Mid cap,7249448212,"1,031,521",Analyze,Engineering & Construction,,,,,,,,,
EME,Emcor Group Inc,Industrials,US Equity,Common stocks,Mid cap,7099679294,"333,711",Analyze,Engineering & Construction,,,,,,,,,
MTZ,Mastec Inc,Industrials,US Equity,Common stocks,Mid cap,6778216460,"617,009",Analyze,Engineering & Construction,,,,,,,,,
STN,Stantec Inc,Industrials,US Equity,Common stocks,Mid cap,5346683846,"80,328",Analyze,Engineering & Construction,,,,,,,,,
FLR,Fluor Corp,Industrials,US Equity,Common stocks,Mid cap,4880733552,"1,329,439",Analyze,Engineering & Construction,,,,,,,,,
BLD,Topbuild Corp,Consumer Discretionary,US Equity,Common stocks,Mid cap,4870345334,"404,867",Analyze,Engineering & Construction,,,,,,,,,
APG,APi Group Corporation,Industrials,US Equity,Common stocks,Mid cap,4425518926,"802,517",Analyze,Engineering & Construction,,,,,,,,,
FIX,Comfort Systems Usa Inc,Industrials,US Equity,Common stocks,Mid cap,4350660875,"219,286",Analyze,Engineering & Construction,,,,,,,,,
DY,Dycom Industries Inc,Industrials,US Equity,Common stocks,Mid cap,2622929724,"621,065",Analyze,Engineering & Construction,,,,,,,,,
NVEE,Nv5 Global Inc,Industrials,US Equity,Common stocks,Mid cap,2269578975,"62,096",Analyze,Engineering & Construction,,,,,,,,,
AMRC,Ameresco Inc Class A,Industrials,US Equity,Common stocks,Mid cap,2099627689,"253,629",Analyze,Engineering & Construction,,,,,,,,,
GVA,Granite Construction Inc,Industrials,US Equity,Common stocks,Small cap,1553291554,"226,448",Analyze,Engineering & Construction,,,,,,,,,
MYRG,Myr Group Inc,Industrials,US Equity,Common stocks,Small cap,1522787164,"75,018",Analyze,Engineering & Construction,,,,,,,,,
ROAD,"Construction Partners, Inc.",Industrials,US Equity,Common stocks,Small cap,1150855265,"191,615",Analyze,Engineering & Construction,,,,,,,,,
PRIM,Primoris Services Corp,Industrials,US Equity,Common stocks,Small cap,1128611024,"211,165",Analyze,Engineering & Construction,,,,,,,,,
STRL,Sterling Construction Inc,Industrials,US Equity,Common stocks,Small cap,985713918,"178,175",Analyze,Engineering & Construction,,,,,,,,,
IESC,"IES Holdings, Inc.",Industrials,US Equity,Common stocks,Small cap,738032827,"22,152",Analyze,Engineering & Construction,,,,,,,,,
AGX,Argan Inc,Industrials,US Equity,Common stocks,Small cap,525516781,"52,974",Analyze,Engineering & Construction,,,,,,,,,
GLDD,Great Lakes Dredge And Dock Corp,Industrials,US Equity,Common stocks,Small cap,465836511,"434,032",Analyze,Engineering & Construction,,,,,,,,,
BBCP,"Concrete Pumping Holdings, Inc.",Industrials,US Equity,Common stocks,Small cap,393934838,"102,654",Analyze,Engineering & Construction,,,,,,,,,
TPC,Tutor Perini Corp,Industrials,US Equity,Common stocks,Small cap,390257937,"325,914",Analyze,Engineering & Construction,,,,,,,,,
IEA,Infrastructure And Energy Alternatives Inc.,Industrials,US Equity,Common stocks,Small cap,367741088,"6,483,499",Analyze,Engineering & Construction,,,,,,,,,
ATCX,"Atlas Technical Consultants, Inc. - Class A",Industrials,US Equity,Common stocks,Micro cap,214632792,"87,680",Analyze,Engineering & Construction,,,,,,,,,
WLDN,Willdan Group Inc,Industrials,US Equity,Common stocks,Micro cap,208996174,"49,983",Analyze,Engineering & Construction,,,,,,,,,
AENZ,Aenza S.A.A. ADRs,Industrials,US Equity,ADRs,Micro cap,195506729,"242,281",Analyze,Engineering & Construction,,,,,,,,,
HIL,Hill International Inc,Industrials,US Equity,Common stocks,Micro cap,193779987,"323,931",Analyze,Engineering & Construction,,,,,,,,,
RCMT,Rcm Technologies Inc,Industrials,US Equity,Common stocks,Micro cap,138178367,"121,281",Analyze,Engineering & Construction,,,,,,,,,
LMB,Limbach Holdings Inc,Industrials,US Equity,Common stocks,Micro cap,111625231,"76,282",Analyze,Engineering & Construction,,,,,,,,,
ORN,Orion Group Inc,Industrials,US Equity,Common stocks,Micro cap,78213919,"90,587",Analyze,Engineering & Construction,,,,,,,,,
ESOA,Energy Services of America Corporation,Energy,US Equity,Common stocks,Micro cap,46168102,"42,058",Analyze,Engineering & Construction,,,,,,,,,
ENG,Englobal Corp,Energy,US Equity,Common stocks,Micro cap,31504543,"173,788",Analyze,Engineering & Construction,,,,,,,,,
DRTT,DIRTT Environmental Solutions Ltd.,Industrials,US Equity,Common stocks,Micro cap,27296284,"80,946",Analyze,Engineering & Construction,,,,,,,,,
DIS,Walt Disney,Communication Services,US Equity,Common stocks,Large cap,1.68299E+11,"17,790,078",Analyze,Entertainment,,,,,,,,,
CMCSA,Comcast A Corp,Communication Services,US Equity,Common stocks,Large cap,1.49997E+11,"23,786,628",Analyze,Entertainment,,,,,,,,,
NFLX,Netflix Inc,Communication Services,US Equity,Common stocks,Large cap,1.34995E+11,"9,266,990",Analyze,Entertainment,,,,,,,,,
CHTR,Charter Communications Inc Class A,Communication Services,US Equity,Common stocks,Large cap,57780880539,"1,159,747",Analyze,Entertainment,,,,,,,,,
WBD,"Warner Bros. Discovery, Inc. - Series A",Communication Services,US Equity,Common stocks,Large cap,25765281719,"21,854,561",Analyze,Entertainment,,,,,,,,,
BATRA,Liberty Media Liberty Braves Corp Series A,Communication Services,US Equity,Common stocks,Large cap,21612858925,"59,770",Analyze,Entertainment,,,,,,,,,
BATRK,Liberty Media Liberty Braves Corp Series C,Communication Services,US Equity,Common stocks,Large cap,21612858925,"152,776",Analyze,Entertainment,,,,,,,,,
LYV,Live Nation Entertainment Inc,Communication Services,US Equity,Common stocks,Large cap,16371692220,"3,251,755",Analyze,Entertainment,,,,,,,,,
LBRDA,Liberty Broadband Corp Series A,Communication Services,US Equity,Common stocks,Large cap,12485070504,"199,683",Analyze,Entertainment,,,,,,,,,
