Symbol,Description,GICS sector,Category1,Category2,Category3,Market Cap,Average Volume,Actions,Industry,,,,,,,,,
PAYO,Payoneer Global Inc.,Information Technology,US Equity,Common stocks,Small cap,1845520730,"3,545,742",Analyze,Software - Infrastructure,,,,,,,,,
PAGS,Pagseguro Digital Ltd Class A,Information Technology,US Equity,Common stocks,Small cap,1836665088,"5,065,611",Analyze,Software - Infrastructure,,,,,,,,,
CINT,CI&T Inc,Information Technology,US Equity,Common stocks,Small cap,1832029056,"41,062",Analyze,Software - Infrastructure,,,,,,,,,
CSGS,Csg Systems International Inc,Information Technology,US Equity,Common stocks,Small cap,1819753810,"158,047",Analyze,Software - Infrastructure,,,,,,,,,
NVEI,Nuvei Corporation,Information Technology,US Equity,Common stocks,Small cap,1788367478,"380,682",Analyze,Software - Infrastructure,,,,,,,,,
SQSP,"Squarespace, Inc.",Information Technology,US Equity,Common stocks,Small cap,1787706440,"453,689",Analyze,Software - Infrastructure,,,,,,,,,
RELY,"Remitly Global, Inc.",Information Technology,US Equity,Common stocks,Small cap,1708344668,"726,824",Analyze,Software - Infrastructure,,,,,,,,,
AVDX,"AvidXchange Holdings, Inc.",Information Technology,US Equity,Common stocks,Small cap,1659186358,"1,395,637",Analyze,Software - Infrastructure,,,,,,,,,
ETWO,"E2open Parent Holdings, Inc. Class A",Information Technology,US Equity,Common stocks,Small cap,1638219856,"1,173,477",Analyze,Software - Infrastructure,,,,,,,,,
EVOP,EVO Payments Inc.,Information Technology,US Equity,Common stocks,Small cap,1630956866,"358,627",Analyze,Software - Infrastructure,,,,,,,,,
STEM,"Stem, Inc. Class A",Industrials,US Equity,Common stocks,Small cap,1510900454,"2,994,624",Analyze,Software - Infrastructure,,,,,,,,,
APPN,Appian Corporation,Information Technology,US Equity,Common stocks,Small cap,1493930237,"607,381",Analyze,Software - Infrastructure,,,,,,,,,
STER,Sterling Check Corp.,Industrials,US Equity,Common stocks,Small cap,1444308660,"212,917",Analyze,Software - Infrastructure,,,,,,,,,
ATEN,A10 Networks Inc,Information Technology,US Equity,Common stocks,Small cap,1380818922,"674,321",Analyze,Software - Infrastructure,,,,,,,,,
SWI,Solarwinds Corporation,Information Technology,US Equity,Common stocks,Small cap,1345112812,"274,800",Analyze,Software - Infrastructure,,,,,,,,,
TIXT,TELUS International (Cda) Inc.,Information Technology,US Equity,Common stocks,Small cap,1324317889,"176,918",Analyze,Software - Infrastructure,,,,,,,,,
IOT,Samsara Inc.,Information Technology,US Equity,Common stocks,Small cap,1292238881,"1,617,562",Analyze,Software - Infrastructure,,,,,,,,,
EVCM,EverCommerce Inc.,Information Technology,US Equity,Common stocks,Small cap,1172731023,"348,996",Analyze,Software - Infrastructure,,,,,,,,,
CCSI,"Consensus Cloud Solutions, Inc.",Information Technology,US Equity,Common stocks,Small cap,1100048341,"91,382",Analyze,Software - Infrastructure,,,,,,,,,
GB,Global Blue Group Holding AG,Information Technology,US Equity,Common stocks,Small cap,1094548373,"5,824",Analyze,Software - Infrastructure,,,,,,,,,
FORG,"ForgeRock, Inc.",Information Technology,US Equity,Common stocks,Small cap,1027686851,"1,795,276",Analyze,Software - Infrastructure,,,,,,,,,
RDWR,Radware Ltd.,Information Technology,US Equity,Common stocks,Small cap,919512634,"267,025",Analyze,Software - Infrastructure,,,,,,,,,
ZUO,"Zuora, Inc. Class A",Information Technology,US Equity,Common stocks,Small cap,892598000,"1,010,282",Analyze,Software - Infrastructure,,,,,,,,,
ARQQ,Arqit Quantum Inc.,Information Technology,US Equity,Common stocks,Small cap,873034284,"870,808",Analyze,Software - Infrastructure,,,,,,,,,
AVPT,"AvePoint, Inc. - Class A",Information Technology,US Equity,Common stocks,Small cap,869495477,"728,621",Analyze,Software - Infrastructure,,,,,,,,,
RXT,"Rackspace Technology, Inc.",Information Technology,US Equity,Common stocks,Small cap,833884010,"1,622,708",Analyze,Software - Infrastructure,,,,,,,,,
CLBT,Cellebrite DI Ltd.,Information Technology,US Equity,Common stocks,Small cap,824974311,"100,337",Analyze,Software - Infrastructure,,,,,,,,,
YEXT,Yext Inc,Information Technology,US Equity,Common stocks,Small cap,772881904,"1,087,504",Analyze,Software - Infrastructure,,,,,,,,,
TUYA,Tuya Inc. ADRs of class A,Information Technology,US Equity,ADRs,Small cap,763694237,"964,015",Analyze,Software - Infrastructure,,,,,,,,,
RPAY,Repay Holdings Corporation  - Class A,Information Technology,US Equity,Common stocks,Small cap,726419491,"1,516,551",Analyze,Software - Infrastructure,,,,,,,,,
BASE,"Couchbase, Inc.",Information Technology,US Equity,Common stocks,Small cap,599241189,"218,099",Analyze,Software - Infrastructure,,,,,,,,,
OPRA,Opera Limited ADRs,Information Technology,US Equity,ADRs,Small cap,583074091,"62,600",Analyze,Software - Infrastructure,,,,,,,,,
IIIV,I3 Verticals Inc.,Information Technology,US Equity,Common stocks,Small cap,553359549,"156,455",Analyze,Software - Infrastructure,,,,,,,,,
BAND,Bandwidth Inc.,Communication Services,US Equity,Common stocks,Small cap,506662458,"826,541",Analyze,Software - Infrastructure,,,,,,,,,
TUFN,Tufin Software Technologies Ltd.,Information Technology,US Equity,Common stocks,Small cap,490697986,"15,962,131",Analyze,Software - Infrastructure,,,,,,,,,
CISO,Cerberus Cyber Sentinel Corporation,Information Technology,US Equity,Common stocks,Small cap,376952255,"73,901",Analyze,Software - Infrastructure,,,,,,,,,
LLNW,Limelight Networks Inc,Information Technology,US Equity,Common stocks,Small cap,339956399,"1,755,151",Analyze,Software - Infrastructure,,,,,,,,,
TCX,Tucows Inc,Information Technology,US Equity,Common stocks,Small cap,326715915,"36,812",Analyze,Software - Infrastructure,,,,,,,,,
GET,Getnet Adquirencia e Servicos para Meios de Pagamento S.A. ADRs,Industrials,US Equity,ADRs,Micro cap,286369213,"21,547",Analyze,Software - Infrastructure,,,,,,,,,
KLTR,"Kaltura, Inc.",Information Technology,US Equity,Common stocks,Micro cap,250537942,"90,520",Analyze,Software - Infrastructure,,,,,,,,,
LVOX,"LiveVox Holding, Inc. - Class A",Information Technology,US Equity,Common stocks,Micro cap,247122295,"129,001",Analyze,Software - Infrastructure,,,,,,,,,
LVOXU,LiveVox Holdings Inc - Unit (1 Ordinary share Cls A & 1/2 Wrt),Information Technology,US Equity,Units,Micro cap,247122295,907,Analyze,Software - Infrastructure,,,,,,,,,
VERI,Veritone Inc,Information Technology,US Equity,Common stocks,Micro cap,246441798,"420,888",Analyze,Software - Infrastructure,,,,,,,,,
LSAK,"Lesaka Technologies, Inc.",Information Technology,US Equity,Common stocks,Micro cap,223185345,"98,210",Analyze,Software - Infrastructure,,,,,,,,,
ARBE,Arbe Robotics Ltd.,Information Technology,US Equity,Common stocks,Micro cap,202051238,"31,163",Analyze,Software - Infrastructure,,,,,,,,,
CGNT,Cognyte Software Ltd.,Information Technology,US Equity,Common stocks,Micro cap,184897219,"1,202,541",Analyze,Software - Infrastructure,,,,,,,,,
CLSK,"CleanSpark, Inc.",Information Technology,US Equity,Common stocks,Micro cap,134150809,"2,932,066",Analyze,Software - Infrastructure,,,,,,,,,
BKKT,"Bakkt Holdings, Inc. Class A",Financials,US Equity,Common stocks,Micro cap,132036050,"1,258,745",Analyze,Software - Infrastructure,,,,,,,,,
ALLT,Allot Communications Ltd.,Information Technology,US Equity,Common stocks,Micro cap,130676434,"115,752",Analyze,Software - Infrastructure,,,,,,,,,
KPLT,"Katapult Holdings, Inc.",Financials,US Equity,Common stocks,Micro cap,118137893,"342,547",Analyze,Software - Infrastructure,,,,,,,,,
SANG,Sangoma Technologies Corporation,Information Technology,US Equity,Common stocks,Micro cap,109351005,"3,734",Analyze,Software - Infrastructure,,,,,,,,,
SFET,Safe-T Group Ltd. ADRs,Information Technology,US Equity,ADRs,Micro cap,100341024,"74,826",Analyze,Software - Infrastructure,,,,,,,,,
SCWX,Secureworks Corp. Class A,Information Technology,US Equity,Common stocks,Micro cap,94202522,"100,628",Analyze,Software - Infrastructure,,,,,,,,,
VHC,Virnetx Holding Corp,Information Technology,US Equity,Common stocks,Micro cap,87852320,"94,249",Analyze,Software - Infrastructure,,,,,,,,,
WEJO,Wejo Group Limited,Communication Services,US Equity,Common stocks,Micro cap,85549973,"227,345",Analyze,Software - Infrastructure,,,,,,,,,
BLZE,"Backblaze, Inc.",Information Technology,US Equity,Common stocks,Micro cap,70839000,"99,432",Analyze,Software - Infrastructure,,,,,,,,,
LYLT,Loyalty Ventures Inc.,Communication Services,US Equity,Common stocks,Micro cap,59560878,"757,590",Analyze,Software - Infrastructure,,,,,,,,,
VRAR,"The Glimpse Group, Inc.",Information Technology,US Equity,Common stocks,Micro cap,59132743,"36,934",Analyze,Software - Infrastructure,,,,,,,,,
CORZ,"Core Scientific, Inc. - Class A",Information Technology,US Equity,Common stocks,Micro cap,44054427,"9,489,469",Analyze,Software - Infrastructure,,,,,,,,,
REKR,"Rekor Systems, Inc.",Information Technology,US Equity,Common stocks,Micro cap,41548177,"257,646",Analyze,Software - Infrastructure,,,,,,,,,
GBOX,Greenbox POS,Information Technology,US Equity,Common stocks,Micro cap,40392525,"344,656",Analyze,Software - Infrastructure,,,,,,,,,
IRNT,"IronNet, Inc.",Information Technology,US Equity,Common stocks,Micro cap,36919938,"948,439",Analyze,Software - Infrastructure,,,,,,,,,
FSRD,"Fast Radius, Inc. - Class A",Information Technology,US Equity,Common stocks,Micro cap,36234520,"54,157,745",Analyze,Software - Infrastructure,,,,,,,,,
DTSS,Datasea Inc.,Industrials,US Equity,Common stocks,Micro cap,33880740,"18,171",Analyze,Software - Infrastructure,,,,,,,,,
ZENV,Zenvia Inc.,Information Technology,US Equity,Common stocks,Micro cap,23882976,"21,052",Analyze,Software - Infrastructure,,,,,,,,,
AUID,Ipsidy Inc.,Information Technology,US Equity,Common stocks,Micro cap,22585439,"37,362",Analyze,Software - Infrastructure,,,,,,,,,
ALF,"Alfi, Inc.",Information Technology,US Equity,Common stocks,Micro cap,17953474,"5,005,028",Analyze,Software - Infrastructure,,,,,,,,,
BLIN,Bridgeline Digital Inc.,Information Technology,US Equity,Common stocks,Micro cap,13896970,"28,767",Analyze,Software - Infrastructure,,,,,,,,,
TAOP,Taoping Inc.,Information Technology,US Equity,Common stocks,Micro cap,12004908,"98,640",Analyze,Software - Infrastructure,,,,,,,,,
CYRN,Cyren Ltd.,Information Technology,US Equity,Common stocks,Micro cap,6686161,"47,521",Analyze,Software - Infrastructure,,,,,,,,,
CETX,Cemtrex Inc,Information Technology,US Equity,Common stocks,Micro cap,4725339,"125,014",Analyze,Software - Infrastructure,,,,,,,,,
UEPS,Net 1 Ueps Technologies,Information Technology,US Equity,Common stocks,Unknown,0,"23,544",Analyze,Software - Infrastructure,,,,,,,,,
ENPH,Enphase Energy Inc,Information Technology,US Equity,Common stocks,Large cap,42099607956,"4,101,632",Analyze,Solar,,,,,,,,,
FSLR,First Solar Inc,Information Technology,US Equity,Common stocks,Large cap,16787185407,"2,799,577",Analyze,Solar,,,,,,,,,
SEDG,SolarEdge Technologies Inc,Information Technology,US Equity,Common stocks,Large cap,16711449728,"1,103,112",Analyze,Solar,,,,,,,,,
RUN,Sunrun Inc,Industrials,US Equity,Common stocks,Mid cap,6256725190,"6,755,544",Analyze,Solar,,,,,,,,,
SPWR,Sunpower Corp,Industrials,US Equity,Common stocks,Mid cap,3940008376,"3,211,212",Analyze,Solar,,,,,,,,,
SHLS,"Shoals Technologies Group, Inc.",Industrials,US Equity,Common stocks,Mid cap,3096111912,"4,235,792",Analyze,Solar,,,,,,,,,
ARRY,"Array Technologies, Inc.",Industrials,US Equity,Common stocks,Mid cap,3070006547,"5,289,321",Analyze,Solar,,,,,,,,,
JKS,JinkoSolar Holding ADRs,Information Technology,US Equity,ADRs,Mid cap,2545271736,"777,574",Analyze,Solar,,,,,,,,,
NOVA,Sunnova Energy International Inc.,Utilities,US Equity,Common stocks,Mid cap,2446431750,"2,824,135",Analyze,Solar,,,,,,,,,
CSIQ,Canadian Solar Inc.,Energy,US Equity,Common stocks,Mid cap,2173569918,"1,012,573",Analyze,Solar,,,,,,,,,
MAXN,"Maxeon Solar Technologies, Ltd.",Information Technology,US Equity,Common stocks,Small cap,925538233,"534,541",Analyze,Solar,,,,,,,,,
SOL,ReneSola Ltd. ADRs,Industrials,US Equity,ADRs,Small cap,326275327,"636,529",Analyze,Solar,,,,,,,,,
FTCI,"FTC Solar, Inc.",Industrials,US Equity,Common stocks,Micro cap,233425128,"1,678,315",Analyze,Solar,,,,,,,,,
BEEM,Beam Global,Industrials,US Equity,Common stocks,Micro cap,196560592,"307,623",Analyze,Solar,,,,,,,,,
ASTI,Ascent Solar Tech Inc,Information Technology,US Equity,Common stocks,Micro cap,109596523,"72,198",Analyze,Solar,,,,,,,,,
SUNW,Sunworks Inc,Industrials,US Equity,Common stocks,Micro cap,74598344,"715,498",Analyze,Solar,,,,,,,,,
SPI,"Spi Energy Co., Ltd.",Health Care,US Equity,Common stocks,Micro cap,41531380,"90,357",Analyze,Solar,,,,,,,,,
ISUN,"iSun, Inc.",Industrials,US Equity,Common stocks,Micro cap,23834576,"118,265",Analyze,Solar,,,,,,,,,
PEGY,"Pineapple Holdings, Inc.",Industrials,US Equity,Common stocks,Micro cap,16581357,"3,258,636",Analyze,Solar,,,,,,,,,
VVPR,Vivopower International Plc,Utilities,US Equity,Common stocks,Micro cap,8212135,"159,135",Analyze,Solar,,,,,,,,,
CTAS,Cintas Corp,Industrials,US Equity,Common stocks,Large cap,45961444096,"379,375",Analyze,Specialty Business Services,,,,,,,,,
GPN,Global Payments Inc,Information Technology,US Equity,Common stocks,Large cap,26404671907,"2,339,681",Analyze,Specialty Business Services,,,,,,,,,
CPRT,Copart Inc,Industrials,US Equity,Common stocks,Large cap,15293564573,"2,446,607",Analyze,Specialty Business Services,,,,,,,,,
RBA,Ritchie Bros Auctioneers Inc,Industrials,US Equity,Common stocks,Mid cap,6060344512,"1,476,962",Analyze,Specialty Business Services,,,,,,,,,
GXO,"GXO Logistics, Inc.",Industrials,US Equity,Common stocks,Mid cap,5148921273,"966,936",Analyze,Specialty Business Services,,,,,,,,,
IAA,"IAA, Inc.",Industrials,US Equity,Common stocks,Mid cap,5125860737,"1,789,995",Analyze,Specialty Business Services,,,,,,,,,
MMS,Maximus Inc,Information Technology,US Equity,Common stocks,Mid cap,4346503412,"388,297",Analyze,Specialty Business Services,,,,,,,,,
WNS,WNS Holdings ADRs,Industrials,US Equity,ADRs,Mid cap,4043693357,"139,029",Analyze,Specialty Business Services,,,,,,,,,
ABM,ABM Industries Inc,Industrials,US Equity,Common stocks,Mid cap,3022463863,"259,252",Analyze,Specialty Business Services,,,,,,,,,
UNF,Unifirst Corp,Industrials,US Equity,Common stocks,Mid cap,2830432318,"69,679",Analyze,Specialty Business Services,,,,,,,,,
CBZ,Cbiz Inc,Industrials,US Equity,Common stocks,Mid cap,2476569582,"193,395",Analyze,Specialty Business Services,,,,,,,,,
FA,First Advantage Corporation,Industrials,US Equity,Common stocks,Mid cap,2029778414,"643,678",Analyze,Specialty Business Services,,,,,,,,,
SP,Sp Plus Corp,Industrials,US Equity,Common stocks,Small cap,716943498,"100,353",Analyze,Specialty Business Services,,,,,,,,,
BV,Brightview Holdings Inc.,Industrials,US Equity,Common stocks,Small cap,614730000,"250,458",Analyze,Specialty Business Services,,,,,,,,,
VVI,Viad Corp,Industrials,US Equity,Common stocks,Small cap,613904821,"101,548",Analyze,Specialty Business Services,,,,,,,,,
CASS,Cass Information Systems Inc,Information Technology,US Equity,Common stocks,Small cap,575689415,"29,572",Analyze,Specialty Business Services,,,,,,,,,
SST,"System1, Inc. Class A",Industrials,US Equity,Common stocks,Small cap,465510256,"96,056",Analyze,Specialty Business Services,,,,,,,,,
CVEO,Civeo Corporation,Industrials,US Equity,Common stocks,Small cap,393141991,"28,188",Analyze,Specialty Business Services,,,,,,,,,
KODK,Eastman Kodak,Information Technology,US Equity,Common stocks,Small cap,314034051,"570,606",Analyze,Specialty Business Services,,,,,,,,,
TDCX,TDCX Inc. ADRs of Class A,Industrials,US Equity,ADRs,Micro cap,292755820,"160,480",Analyze,Specialty Business Services,,,,,,,,,
PFSW,Pfsweb Inc,Information Technology,US Equity,Common stocks,Micro cap,249086189,"108,690",Analyze,Specialty Business Services,,,,,,,,,
PFMT,Performant Financial Corp,Industrials,US Equity,Common stocks,Micro cap,173811678,"63,104",Analyze,Specialty Business Services,,,,,,,,,
SPIR,"Spire Global, Inc. Class A",Industrials,US Equity,Common stocks,Micro cap,173614522,"345,912",Analyze,Specialty Business Services,,,,,,,,,
DLHC,DLH Holdings Corp,Industrials,US Equity,Common stocks,Micro cap,162830042,"23,695",Analyze,Specialty Business Services,,,,,,,,,
SRT,Startek Inc,Information Technology,US Equity,Common stocks,Micro cap,159914478,"41,919",Analyze,Specialty Business Services,,,,,,,,,
ACTG,Acacia Research Corp,Financials,US Equity,Common stocks,Micro cap,147478681,"195,386",Analyze,Specialty Business Services,,,,,,,,,
PAYS,"Paysign, Inc.",Information Technology,US Equity,Common stocks,Micro cap,146291410,"93,815",Analyze,Specialty Business Services,,,,,,,,,
QUAD,Quad Graphics Inc Class A,Industrials,US Equity,Common stocks,Micro cap,136563787,"108,839",Analyze,Specialty Business Services,,,,,,,,,
ARC,Arc Document Solutions Inc,Industrials,US Equity,Common stocks,Micro cap,126065190,"100,307",Analyze,Specialty Business Services,,,,,,,,,
ATTO,Atento S.A.,Industrials,US Equity,Common stocks,Micro cap,82650000,"52,111",Analyze,Specialty Business Services,,,,,,,,,
ALJJ,Alj Regional Inc,Information Technology,US Equity,Common stocks,Micro cap,72294817,"39,445",Analyze,Specialty Business Services,,,,,,,,,
